t=2025-10-19T08:38:33-0700 lvl=info msg="no configuration paths supplied"
t=2025-10-19T08:38:33-0700 lvl=info msg="using configuration at default config path" path="/Users/evangelineng/Library/Application Support/ngrok/ngrok.yml"
t=2025-10-19T08:38:33-0700 lvl=info msg="open config file" path="/Users/evangelineng/Library/Application Support/ngrok/ngrok.yml" err=nil
t=2025-10-19T08:43:12-0700 lvl=info msg="join connections" obj=join id=d6395e2ee887 l=127.0.0.1:3000 r=136.24.37.74:50778
t=2025-10-19T08:43:13-0700 lvl=info msg="join connections" obj=join id=2f79d5f799fa l=127.0.0.1:3000 r=136.24.37.74:50778
t=2025-10-19T08:43:14-0700 lvl=info msg="join connections" obj=join id=b23fd78478dc l=127.0.0.1:3000 r=136.24.37.74:50778
t=2025-10-19T08:43:15-0700 lvl=info msg="join connections" obj=join id=4edf17681848 l=127.0.0.1:3000 r=136.24.37.74:50778
t=2025-10-19T08:44:15-0700 lvl=info msg="join connections" obj=join id=7a44e738033e l=127.0.0.1:3000 r=136.24.37.74:51403
t=2025-10-19T08:44:24-0700 lvl=info msg="join connections" obj=join id=25081d9caf6c l=127.0.0.1:3000 r=136.24.37.74:51465
t=2025-10-19T08:44:31-0700 lvl=info msg="join connections" obj=join id=20f156b5dd1e l=127.0.0.1:3000 r=136.24.37.74:51518
t=2025-10-19T08:44:37-0700 lvl=info msg="join connections" obj=join id=f6fcd7bf11bd l=127.0.0.1:3000 r=136.24.37.74:51553
t=2025-10-19T08:44:43-0700 lvl=info msg="join connections" obj=join id=94a33b8b4712 l=127.0.0.1:3000 r=136.24.37.74:51608
t=2025-10-19T08:45:54-0700 lvl=info msg="join connections" obj=join id=1dbd7e1a4cd0 l=127.0.0.1:3000 r=136.24.37.74:57658
t=2025-10-19T08:45:54-0700 lvl=info msg="join connections" obj=join id=7dbc24c4e219 l=127.0.0.1:3000 r=136.24.37.74:57658
t=2025-10-19T08:45:54-0700 lvl=info msg="join connections" obj=join id=770183ba929a l=127.0.0.1:3000 r=136.24.37.74:57658
t=2025-10-19T08:45:54-0700 lvl=info msg="join connections" obj=join id=39688e48bb7c l=127.0.0.1:3000 r=136.24.37.74:57658
t=2025-10-19T08:45:55-0700 lvl=info msg="join connections" obj=join id=d31e13268f92 l=127.0.0.1:3000 r=136.24.37.74:57658
t=2025-10-19T08:45:55-0700 lvl=info msg="join connections" obj=join id=e7cfb8055a9f l=127.0.0.1:3000 r=136.24.37.74:57658
t=2025-10-19T08:45:55-0700 lvl=info msg="join connections" obj=join id=91eee54ef822 l=127.0.0.1:3000 r=136.24.37.74:57661
t=2025-10-19T08:45:55-0700 lvl=info msg="join connections" obj=join id=991d40ced36e l=127.0.0.1:3000 r=136.24.37.74:57658
t=2025-10-19T08:45:55-0700 lvl=info msg="join connections" obj=join id=8c14f8ea6b38 l=127.0.0.1:3000 r=136.24.37.74:57658
t=2025-10-19T08:45:55-0700 lvl=info msg="join connections" obj=join id=e902d2519510 l=127.0.0.1:3000 r=136.24.37.74:51973
t=2025-10-19T08:45:59-0700 lvl=info msg="join connections" obj=join id=862cf788c1c8 l=127.0.0.1:3000 r=136.24.37.74:57664
t=2025-10-19T08:45:59-0700 lvl=info msg="join connections" obj=join id=edddc0185882 l=127.0.0.1:3000 r=136.24.37.74:57663
t=2025-10-19T08:46:06-0700 lvl=info msg="join connections" obj=join id=6a0a784bbbdc l=127.0.0.1:3000 r=136.24.37.74:52054
t=2025-10-19T08:46:06-0700 lvl=info msg="join connections" obj=join id=850cf999c8ec l=127.0.0.1:3000 r=136.24.37.74:57658
t=2025-10-19T08:46:20-0700 lvl=info msg="join connections" obj=join id=bc8ea3f5a9ab l=127.0.0.1:3000 r=136.24.37.74:57658
t=2025-10-19T08:46:20-0700 lvl=info msg="join connections" obj=join id=75b1aae7db9d l=127.0.0.1:3000 r=136.24.37.74:52154
t=2025-10-19T08:46:39-0700 lvl=info msg="join connections" obj=join id=7ebf148c0133 l=127.0.0.1:3000 r=136.24.37.74:57658
t=2025-10-19T08:46:39-0700 lvl=info msg="join connections" obj=join id=8bbc922cd906 l=127.0.0.1:3000 r=136.24.37.74:52270
t=2025-10-19T08:46:47-0700 lvl=info msg="join connections" obj=join id=6f3f74b6576c l=127.0.0.1:3000 r=136.24.37.74:57658
t=2025-10-19T08:46:47-0700 lvl=info msg="join connections" obj=join id=3dec07a6301b l=127.0.0.1:3000 r=136.24.37.74:52318
t=2025-10-19T08:46:56-0700 lvl=info msg="join connections" obj=join id=b6413f658c51 l=127.0.0.1:3000 r=136.24.37.74:57658
t=2025-10-19T08:46:56-0700 lvl=info msg="join connections" obj=join id=09a4b4aef672 l=127.0.0.1:3000 r=136.24.37.74:52385
t=2025-10-19T08:46:59-0700 lvl=info msg="join connections" obj=join id=a652c521244e l=127.0.0.1:3000 r=136.24.37.74:57658
t=2025-10-19T08:46:59-0700 lvl=info msg="join connections" obj=join id=b772f9b1c8ed l=127.0.0.1:3000 r=136.24.37.74:57658
t=2025-10-19T08:46:59-0700 lvl=info msg="join connections" obj=join id=0e128d0a68d5 l=127.0.0.1:3000 r=136.24.37.74:57658
t=2025-10-19T08:46:59-0700 lvl=info msg="join connections" obj=join id=b0239e24ed75 l=127.0.0.1:3000 r=136.24.37.74:57682
t=2025-10-19T08:46:59-0700 lvl=info msg="join connections" obj=join id=50f56b58d4b0 l=127.0.0.1:3000 r=136.24.37.74:57685
t=2025-10-19T08:46:59-0700 lvl=info msg="join connections" obj=join id=2b6b151849be l=127.0.0.1:3000 r=136.24.37.74:57684
t=2025-10-19T08:47:03-0700 lvl=info msg="join connections" obj=join id=669187e56310 l=127.0.0.1:3000 r=136.24.37.74:52440
t=2025-10-19T08:47:53-0700 lvl=info msg="join connections" obj=join id=b3931bbf6034 l=127.0.0.1:3000 r=136.24.37.74:57658
t=2025-10-19T08:47:54-0700 lvl=info msg="join connections" obj=join id=f2d9a460c07b l=127.0.0.1:3000 r=136.24.37.74:57658
t=2025-10-19T08:47:54-0700 lvl=info msg="join connections" obj=join id=d0a6e8b506b4 l=127.0.0.1:3000 r=136.24.37.74:57658
t=2025-10-19T08:47:54-0700 lvl=info msg="join connections" obj=join id=70e59be6a616 l=127.0.0.1:3000 r=136.24.37.74:57749
t=2025-10-19T08:47:54-0700 lvl=info msg="join connections" obj=join id=1c70bdc3e137 l=127.0.0.1:3000 r=136.24.37.74:57658
t=2025-10-19T08:47:54-0700 lvl=info msg="join connections" obj=join id=208324c695ef l=127.0.0.1:3000 r=136.24.37.74:57750
t=2025-10-19T08:47:54-0700 lvl=info msg="join connections" obj=join id=e48082a51ada l=127.0.0.1:3000 r=136.24.37.74:57751
t=2025-10-19T08:47:59-0700 lvl=info msg="join connections" obj=join id=0e6b834b7f5f l=127.0.0.1:3000 r=136.24.37.74:57658
t=2025-10-19T08:48:14-0700 lvl=info msg="join connections" obj=join id=c407d9567b54 l=127.0.0.1:3000 r=136.24.37.74:57658
t=2025-10-19T08:48:14-0700 lvl=info msg="join connections" obj=join id=336d10a846d7 l=127.0.0.1:3000 r=136.24.37.74:57658
t=2025-10-19T08:48:14-0700 lvl=info msg="join connections" obj=join id=b12dc9c839a7 l=127.0.0.1:3000 r=136.24.37.74:57658
t=2025-10-19T08:48:14-0700 lvl=info msg="join connections" obj=join id=b108593b2814 l=127.0.0.1:3000 r=136.24.37.74:57658
t=2025-10-19T08:48:14-0700 lvl=info msg="join connections" obj=join id=9e30051e5a6b l=127.0.0.1:3000 r=136.24.37.74:57794
t=2025-10-19T08:48:15-0700 lvl=info msg="join connections" obj=join id=eb0c3edf8086 l=127.0.0.1:3000 r=136.24.37.74:57795
t=2025-10-19T08:48:15-0700 lvl=info msg="join connections" obj=join id=962bfcac7d10 l=127.0.0.1:3000 r=136.24.37.74:57796
t=2025-10-19T08:48:15-0700 lvl=info msg="join connections" obj=join id=67230e26bd46 l=127.0.0.1:3000 r=136.24.37.74:57658
t=2025-10-19T08:48:15-0700 lvl=info msg="join connections" obj=join id=227e1485ee5f l=127.0.0.1:3000 r=136.24.37.74:57658
t=2025-10-19T08:48:15-0700 lvl=info msg="join connections" obj=join id=25355574f51f l=127.0.0.1:3000 r=136.24.37.74:57797
t=2025-10-19T08:48:15-0700 lvl=info msg="join connections" obj=join id=f5aaecee3ec8 l=127.0.0.1:3000 r=136.24.37.74:57799
t=2025-10-19T08:48:15-0700 lvl=info msg="join connections" obj=join id=06eb6ff2f6da l=127.0.0.1:3000 r=136.24.37.74:57798
t=2025-10-19T08:48:23-0700 lvl=info msg="join connections" obj=join id=57b3c1bb8e98 l=127.0.0.1:3000 r=136.24.37.74:57813
t=2025-10-19T08:48:23-0700 lvl=info msg="join connections" obj=join id=b069a46bc67a l=127.0.0.1:3000 r=136.24.37.74:57813
t=2025-10-19T08:48:23-0700 lvl=info msg="join connections" obj=join id=5e2049d1cf97 l=127.0.0.1:3000 r=136.24.37.74:57813
t=2025-10-19T08:48:23-0700 lvl=info msg="join connections" obj=join id=2ec08191c97b l=127.0.0.1:3000 r=136.24.37.74:57813
t=2025-10-19T08:48:24-0700 lvl=info msg="join connections" obj=join id=f9976a3ad5b7 l=127.0.0.1:3000 r=136.24.37.74:57813
t=2025-10-19T08:48:24-0700 lvl=info msg="join connections" obj=join id=2eec377fe2f0 l=127.0.0.1:3000 r=136.24.37.74:57821
t=2025-10-19T08:48:24-0700 lvl=info msg="join connections" obj=join id=e8a33af7715b l=127.0.0.1:3000 r=136.24.37.74:57824
t=2025-10-19T08:48:24-0700 lvl=info msg="join connections" obj=join id=1b4c2cdc8e6d l=127.0.0.1:3000 r=136.24.37.74:57825
t=2025-10-19T08:49:34-0700 lvl=info msg="join connections" obj=join id=b820c4b15475 l=127.0.0.1:3000 r=136.24.37.74:53201
t=2025-10-19T08:49:35-0700 lvl=info msg="join connections" obj=join id=d53c1681f00f l=127.0.0.1:3000 r=136.24.37.74:53201
t=2025-10-19T08:49:35-0700 lvl=info msg="join connections" obj=join id=ceb2811a7d53 l=127.0.0.1:3000 r=136.24.37.74:53201
t=2025-10-19T08:49:35-0700 lvl=info msg="join connections" obj=join id=aa81c677ce81 l=127.0.0.1:3000 r=136.24.37.74:53201
t=2025-10-19T08:49:35-0700 lvl=info msg="join connections" obj=join id=4f7e13ab89d8 l=127.0.0.1:3000 r=136.24.37.74:53201
t=2025-10-19T08:49:35-0700 lvl=info msg="join connections" obj=join id=4289f692317c l=127.0.0.1:3000 r=136.24.37.74:53214
t=2025-10-19T08:49:35-0700 lvl=info msg="join connections" obj=join id=f8c8ae051e62 l=127.0.0.1:3000 r=136.24.37.74:53219
t=2025-10-19T08:49:35-0700 lvl=info msg="join connections" obj=join id=d2d4ef16ea4c l=127.0.0.1:3000 r=136.24.37.74:53223
t=2025-10-19T08:49:38-0700 lvl=info msg="join connections" obj=join id=6724c211304a l=127.0.0.1:3000 r=136.24.37.74:53243
t=2025-10-19T08:49:40-0700 lvl=info msg="join connections" obj=join id=03636da82520 l=127.0.0.1:3000 r=136.24.37.74:53243
t=2025-10-19T08:49:48-0700 lvl=info msg="join connections" obj=join id=7f937818a102 l=127.0.0.1:3000 r=136.24.37.74:53297
t=2025-10-19T08:49:49-0700 lvl=info msg="join connections" obj=join id=e6639800d2c2 l=127.0.0.1:3000 r=136.24.37.74:53297
t=2025-10-19T08:49:49-0700 lvl=info msg="join connections" obj=join id=0ecc63c561c3 l=127.0.0.1:3000 r=136.24.37.74:53297
t=2025-10-19T08:49:49-0700 lvl=info msg="join connections" obj=join id=0bae4ef3d618 l=127.0.0.1:3000 r=136.24.37.74:53297
t=2025-10-19T08:49:49-0700 lvl=info msg="join connections" obj=join id=f4791111dfc8 l=127.0.0.1:3000 r=136.24.37.74:53297
t=2025-10-19T08:49:49-0700 lvl=info msg="join connections" obj=join id=adc3c9e88cd1 l=127.0.0.1:3000 r=136.24.37.74:53310
t=2025-10-19T08:51:32-0700 lvl=info msg="join connections" obj=join id=23f6d91f1654 l=127.0.0.1:3000 r=136.24.37.74:53766
t=2025-10-19T08:52:34-0700 lvl=info msg="join connections" obj=join id=61752ea164cb l=127.0.0.1:3000 r=136.24.37.74:54052
t=2025-10-19T08:52:35-0700 lvl=info msg="join connections" obj=join id=6f5881dc239f l=127.0.0.1:3000 r=136.24.37.74:54052
t=2025-10-19T08:52:35-0700 lvl=info msg="join connections" obj=join id=09ae7dfa68c9 l=127.0.0.1:3000 r=136.24.37.74:54052
t=2025-10-19T08:52:35-0700 lvl=info msg="join connections" obj=join id=62a0ba38d54e l=127.0.0.1:3000 r=136.24.37.74:54052
t=2025-10-19T08:52:35-0700 lvl=info msg="join connections" obj=join id=56195cd2c5bc l=127.0.0.1:3000 r=136.24.37.74:54052
t=2025-10-19T08:52:35-0700 lvl=info msg="join connections" obj=join id=de76cf43e2ad l=127.0.0.1:3000 r=136.24.37.74:54061
t=2025-10-19T08:52:36-0700 lvl=info msg="join connections" obj=join id=0dd3d9799bd5 l=127.0.0.1:3000 r=136.24.37.74:54070
t=2025-10-19T08:52:36-0700 lvl=info msg="join connections" obj=join id=23455b4d91f7 l=127.0.0.1:3000 r=136.24.37.74:54074
t=2025-10-19T08:53:37-0700 lvl=info msg="join connections" obj=join id=3b6e5b4b19f2 l=127.0.0.1:3000 r=136.24.37.74:57962
t=2025-10-19T08:53:37-0700 lvl=info msg="join connections" obj=join id=220246122cd0 l=127.0.0.1:3000 r=136.24.37.74:54389
t=2025-10-19T08:53:53-0700 lvl=info msg="join connections" obj=join id=8683a1b684df l=127.0.0.1:3000 r=136.24.37.74:57962
t=2025-10-19T08:53:53-0700 lvl=info msg="join connections" obj=join id=5b8b2c21d079 l=127.0.0.1:3000 r=136.24.37.74:54502
t=2025-10-19T08:54:02-0700 lvl=info msg="join connections" obj=join id=06c28c31e001 l=127.0.0.1:3000 r=136.24.37.74:57962
t=2025-10-19T08:54:02-0700 lvl=info msg="join connections" obj=join id=17e0d5ed8886 l=127.0.0.1:3000 r=136.24.37.74:54559
t=2025-10-19T08:54:19-0700 lvl=info msg="join connections" obj=join id=23daa312f663 l=127.0.0.1:3000 r=136.24.37.74:57962
